icao24;typecode
383ceb;RALL
a69bb8;C25A
40598c;GLID
404c2f;ULAC
e48bb3;A320
49d3a0;C152
c05da8;C172
a93d97;AS50
4b293d;P28A
4d20ef;C56X
3e672d;DG40
0ac150;BE40
484407;GOLF
4048d9;ULAC
a68e14;C68A
a6b11c;AS50
3cb089;C750
acc5a0;A139
ae1588;H64
a72131;H25B
3eea80;G102
a2b48f;C550
ab1557;BE20
400d28;R44
a1f1c8;R22
3e6f28;AS25
c02575;DH2T
c05823;LJ31
3fed4d;FDMC
c03773;SW4
15533f;IL76
45a5b2;TAMP
7c2ae4;R44
aa0e62;A319
a8752a;SC7
3fe9f7;FK14
3d2d33;SIRA
49d1c7;C25A
a5244b;SH33
3918a2;R22
a2d12c;T6
146a4a;AN26
ac6865;GL7T
3dd6ce;EC35
3ee1f7;GLID
391245;BALL
4b7ff3;UAV
c00612;EC35
40487e;ULAC
a00510;C550
3d1869;P28T
3d6917;YK11
a27793;BE9L
780252;A319
382a3b;MCR1
14ad12;Y18T
4b403a;AVID
48b10c;EM11
a1d9ca;CJ6
a67d06;HUCO
a7d88a;B407
406b9d;F2TH
ab28a6;PAY1
404d9d;A109
a7776b;C510
4494d2;C150
ad0468;C25C
392d29;BALL
a33e25;B407
405f9b;RV8
3d3a7c;EUPA
404460;L29
a1c877;B214
48506b;B788
4d023d;FALCON 8X
aa1635;E75L
a23184;LJ40
3f00e6;GLID
440682;STRM
780a2c;B77W
06a1e7;B77L
386534;JU52
3ef3fb;GLID
384484;RALL
a6c84f;R44
449db8;M7
c0315b;DH8D
4730f4;PA34
488ec1;EC35
4c0e52;C172
80073c;B788
4407ac;PULS
404c3a;SKRA
402b8a;C152
3ee19c;GLID
484a9f;GLID
43ead5;GL6T
a01eec;H25B
ae2117;F18
48a531;BE20
44a826;B738
484412;DG50
c822bc;R44
c06a3f;DHC6
c04c3f;DHC2
0093be;H269
3ee7a2;GLID
39c502;C182
a16673;BRB2
ae1593;H64
ab4e9d;R44
e489dd;E195
33fffb;FA50
abc274;EC30
780c7f;B788
e0f194;BE20
38b59c;VL3
a0f9b4;G200
c8105d;AS50
402b33;P28A
c078e7;B732
3ee145;GLID
3d1959;C172
ab2760;B739
48ad0b;E75S
3e8d33;C160D
3fee64;FK14
a1e6bc;LJ45
a152ef;BE9T
7c530c;DH8D
780709;B788
3d1df9;TOBA
ac2346;GLEX
3d6ea7;PZ06
aaaa98;T28
3845d5;DR30
43e917;GLEX
a1c25f;CL60
a05388;AS50
4845e6;C172
403719;COY2
a5c672;PC12
4d212d;GL6T
780c28;A320
458a86;P28A
4bab2f;B739
404adb;SKRA
00b229;A320
3efc29;GLID
402cdb;P28B
a9970e;FA50
3d94c6;MC10
3ede29;DG80
4b1b32;DR40
3ff68e;G70
49d368;B738
3ef4eb;GLID
424603;AT75
aa8651;B06
e4821d;FA7X
a27cab;FA62
a4ff44;R44
a72756;R44
a83f6b;C25A
a0e8fd;SW4
3d1874;C195
462ce6;HR10
7c7f81;EC35
3e357a;BE60
a3866d;A320
ac4399;SR22
4ca53d;B738
ae16ef;F16
382015;D11
394b34;TAMP
a717a2;CL61
ad5271;B712
a2bab8;SR22
a20da6;CL60
a764fe;S76
406177;ULAC
c81f66;B06
404832;ULAC
3f00f1;GLID
506def;DR40
aa7ac8;B737
a107ec;ERCO
4034ae;PA25
4021c5;SF25
a0e249;A306
3e1723;B105
4016ae;J3
4408c3;C56X
ab0fdb;H269
46156e;BALL
43c24f;H64
c0652b;R44
aaab88;CL64
a6b4f7;A320
aa1219;A319
49d3ad;AT75
440266;C182
43eae0;GL6T
a24c73;B737
abdb10;C208
4aca0d;B738
76cd6d;A388
44a831;B738
384d75;WA50
03e010;AT43
a95267;H60
34350e;AT75
382723;DR10
4488f9;BALL
c06a4a;B763
c05f54;CL65
39322b;BALL
49d120;Z37P
40737b;HN70
393140;HR20
a2cbd1;B105
40557b;GLID
406885;ULAC
a4ee36;CRJ2
c084f4;CL2P
a45a69;BE9L
3eea8d;GLID
46140b;R22
71cc32;KA32
3d425a;TB20
3efc8b;GLID
3d245a;SR22
3ee150;GLID
3d1964;FOX
a82520;B752
ace458;BE9L
adfc6d;BE40
0d090e;F2TH
e4838b;C680
4028d3;CASS
00aa15;R44
780714;A320
3d6eb2;PZ06
a2f5b7;CL30
3453cb;A320
3d10f7;WA50
e490d8;H900
3e6ec4;DISC
4845f1;C172
3d09b0;ZZZZ
403724;RF6
70c0bb;A139
780c33;B407
4b2a77;BALL
3efc34;GLID
0d0a92;E190
3fbfc7;BALL
3d2403;G115
385181;C172
3d0603;C172
a9bb09;PC12
ac7a35;FA62
49d373;R44
a3414e;A20N
a7464c;A321
c05529;B105
3ef8bd;GLID
c0541d;B06
a4a194;UH1
4b38fe;C25A
ae4e0a;C30J
78025f;A320
45a1ac;A139
3b76bd;AS55
401e4e;BALL
398ca8;EC20
4bd185;B734
a99f14;F9EX
a6fb47;B105
a8bfe0;A306
c01b98;C208
3909a6;C152
7c7646;CL64
a6b445;S76
141015;EC20
471ee0;A320
a52be2;FOUG
ab80bc;AC90
a267ec;H25B
40626d;CRUZ
4586c3;J3
405777;GLID
c073e6;PC12
aab276;B752
c00318;CL65
382cb3;WA40
aadbf2;T6
a072e4;T28
c085e4;AS50
3e5c6b;SF25
401a30;CP30
abb288;PC12
45b86e;J328
780208;A333
a7eba5;AS50
8a03ac;A320
a28947;B738
459264;C172
3d2af6;BE33
395475;D140
3d1fdf;C182
4029c3;ULAC
4853ce;BALL
4848d8;CAT
a584ba;BE9L
399921;BALL
aa1c81;ST75
addbab;S92
402366;UNDEFINED
40105c;PA24
4cacc9;CRJ9
780882;A320
a07abe;EC45
4b0ce8;SUBA
40405a;ULAC
c021d5;B06
3ef883;GLID
a5b686;CJ6
c016be;GLEX
40225a;JT2
4cabbd;B738
4242af;B735
48416f;F70
a020d3;GNAT
7c0c3f;A37
399e40;AS50
3c6497;A321
3ee4ff;GLID
a35210;S330
406890;B788
152140;AN74
461522;CP23
ad1c3a;R44
a85f72;TBM8
3d385a;P28A
3d2571;C172
140fc1;EC30
a15a43;B350
840062;AS50
a8e206;B06
ab456d;S61
5081cf;B733
401005;P28R
78080a;A321
a74af1;ST75
14459f;AN2
a96d56;T6
402203;AR11
ae23ec;H64
400403;B744
3ff02a;ZZZZ
ae05ec;C130
7cf905;B06
a2e7fb;CAT
a60030;B412
ad4535;B06
3fdebd;BALL
a24aa1;B190
4241ca;GLEX
0d07b4;SU95
346083;B738
7394a9;NIMB
344283;A320
71c971;B214
45e275;GLID
484792;GLID
a38d9e;PC12
a2ba11;TBM7
4023ab;UNDEFINED
4018b5;DR10
c08d84;VINT
3fed0e;ULAC
a3a980;EC35
395565;A210
4cab83;A139
c06732;GLEX
8962ea;CL65
a69ecb;FA62
403d65;ARV1
3b77d4;EC25
ab5792;MU30
401f65;P51
a0facd;EXEC
a41199;B407
3ef26b;G102
3d0c44;BE35
3ee775;GLID
34420b;P180
c040c5;A319
a022ae;TBM8
ab6a05;R44
440728;DA42
ac9824;C550
a717af;C56X
c07b0e;BE10
45e112;G102
a96bf7;AS50
7805c0;B738
a34102;C25C
a07a0c;H500
1458ee;MI8
a03b5c;BE9L
4cab0b;UF10
7500d4;C130
40458f;SF25
a06e0a;R44
3e76a2;AS31
448852;BALL
a00221;PRM1
ab525f;A319
780213;B77W
3f30fc;BALL
710110;B77W
401e02;P28B
4ca7b5;B738
3d1fea;P28A
a9a120;BE9L
778663;F900
3f2714;BALL
7c252b;R22
4848e3;GLID
4b2bde;BALL
3d2c97;BREZ
39c9d3;BALL
402371;UNDEFINED
3feac4;FDCT
aaa713;FA7X
3829f2;DR10
ae053a;C5
402738;ARV1
4b04a1;BALL
400938;A319
30056b;P180
3d1050;DA40
3f30a5;BALL
401cfa;C150
a3f522;PRM1
38572e;RALL
39b06c;BALL
a20493;MG29
ac2a82;TUCA
3e71ed;VENT
a2fce8;BE9L
c02376;R44
a124b7;T34P
7102e4;C130
147aaa;AN2
7c74f2;BE20
80044d;B738
33fe14;P180
402c57;PA38
502c68;DH8D
403e55;P28A
3f0501;GLID
4a3496;R22
3d0e1f;PA18
a6ca7f;B738
c06cc2;R44
a03bc2;H500
3d0d34;E300
484123;E35L
4058de;GLID
385f29;C172
ab8fd0;B764
780fed;A321
3d27bd;C150
e8c03d;B462
a54ea4;R44
391046;BALL
e486ee;LJ31
40467f;KOLL
448942;BALL
386498;N320
ab2471;LAMA
44b1f6;BE35
e03591;LJ45
380a3c;PNR3
3ef304;GLID
4036c0;SE5R
399420;BALL
a536fe;B407
448de2;B06
44f6a2;NH90
a7d68b;CL64
424280;B738
458df4;BALL
404b9e;ULAC
3f2804;BALL
ad0724;C25C
3e729e;G109
ac5bd1;TBM8
a4933b;C208
153eee;AN2
ae4a7c;B350
7609ca;A319
44f045;UAV
758308;A333
402828;BALL
440483;DIMO
4b4988;GLID
3dd3ea;B47G
a9581f;U21
4b872c;AUS5
a8d4b0;B739
392a9c;CRER
3ef1fc;GLID
401dea;C82R
7804d7;A319
40459a;ULAC
adf0f3;C560
3d1585;C172
a1a119;AS50
4ca8ab;B738
009800;PC12
ae4a25;TEX2
a1b317;H269
476001;C182
aac7ab;A320
4052e7;GLID
ac9158;AS65
c07959;B06
3f029f;GLID
adfe8a;C135
a63b72;G400
a38293;CL30
c0784d;B06
3d34af;A210
3d16af;DO27
391f2e;TB20
7c7ec8;R44
7c6bbe;B788
e8021d;B763
1458a2;MI8
a3e5e8;B350
c81c77;R44
404543;RV6
a28f93;BE10
780f3b;B77W
a21893;R44
a481a3;M600
a6c677;T34P
a425de;BE36
04007a;B738
a442f3;B738
780e50;A320
3d090b;P28R
4013bf;DH87
739402;BE36
3831d8;D11
a1ce79;B06
394829;DR40
a960cb;EC35
4b49cd;GLID
3830cc;DR10
00400c;B735
00400e;B735
00400f;A319
004024;MD11
004025;MD11
004044;RV10
004306;RV7
00600b;DH8D
0074e3;RV7
008000;A58
00801c;B350
0081d3;S22T
0082d6;E145
008330;SR22
008364;BE20
008620;B190
00866f;DA42
008686;SR22
008694;CRJ1
008715;SR22
008756;SR20
008fea;MD82
008ff7;A320
008ffd;DC93
0094c1;P28B
009532;B732
009534;B732
0096ef;B722
009714;SR22
009795;BE36
009997;B734
009999;B734
009a0d;SR22
00a217;RJ85
00a509;B734
00a646;JS41
00a9e6;B722
00af04;PUMA
00b028;A319
00b0da;B733
00b25b;CRJ7
00b25e;CRJ2
00b292;PA44
00b3ff;MD83
00bd01;AT72
00bd03;AT45
00bd05;AT72
00bd06;AT72
00bd9a;DH8D
00c22e;B350
00c402;BE36
00c66f;RV10
00c762;RV9
00cb2b;RV10
00cdc5;RV10
00d2ab;RV9
00d3c8;RV12
00d3d0;RV7
00d40a;JAB4
00d455;RV7
00d566;D2SL
00d8e9;RV9
00d932;RV10
00dd37;RV7
00ddeb;RV10
00df7a;JAB4
00dfc7;D4SL
00e0aa;RV10
00e52f;RV10
00eb85;RAV5
00f0e0;EC55
00f475;ZZZZ
00f67d;RV10
00fb76;JAB4
00fc4b;JAB2
010015;A320
010018;B735
01001a;B735
010049;T204
010060;A30B
01017a;A321
012320;RV7
016600;KP5
018061;A320
02009f;B763
025001;A139
02a1a5;A320
02ac23;AT75
02ac24;AT75
030010;AT75
034f35;B763
04001a;B752
040022;B752
040023;B752
04006e;B763
04401d;DC86
044040;B463
049049;D6SL
0493e0;73J
04c006;B733
04c00b;D228
04c024;B737
04c025;B737
04c02b;B763
04c02f;B772
04c041;B772
04c0f4;BE58
04c11f;B77W
04c15a;B788
05a040;B763
05a041;B752
05a055;AT76
05a05e;DHC6
05a060;DHC6
05a066;B763
05a462;AT75
05a463;DHC6
05a464;DHC6
05a465;B763
05a466;B763
064095;B737
064096;B737
0640cc;B743
0640d6;B738
06414e;A332
06807b;C208
06a03f;A332
06a058;C501
07008e;PAY3
07a030;F100
07a200;MD87
07c03b;CRJ2
07c04e;B735
080009;A319
08005b;A139
084fe0;B737
08cb9c;A320
08cbbc;A320
08cbf2;A320
08ce81;A320
09001b;F50
0900df;EC25
0900e0;EC25
090ae1;EC25
096013;E145
096017;B738
09a028;A320
09a039;A320
0a06b5;IL96
0a4020;IL76
0a8011;DH8C
0a8012;DH8C
0a8026;DH8C
0a8027;DH8C
0ac0a1;E190
0ac0ad;A320
0ac0af;A319
0ac0b0;A319
0ac0b1;E190
0ac0b2;E190
0ac0c3;DH8B
0ac0ee;A320
0ac11d;BE9L
0ac34c;AT46
0ae014;C206
0b06af;A158
0b06b3;A158
0b06b4;A158
0b3500;B350
0b400d;B407
0b8001;C207
0ba004;AT43
0c2087;BE58
0c209d;B733
0c3007;B737
0c6023;B738
0c602d;B738
0c603c;B763
0c603d;B763
0c6045;A139
0c604b;A139
0c8007;A343
0d0008;A319
0d0013;B733
0d001b;B752
0d003d;E145
0d003f;B733
0d0052;B733
0d0054;A319
0d0055;B722
0d0056;B722
0d0058;A319
0d005e;AEST
0d00bb;B737
0d00de;LJ75
0d00eb;E145
0d0105;AT43
0d0120;AT43
0d0140;AT45
0d016f;AT45
0d01e0;B722
0d0246;B737
0d0269;E145
0d026a;E145
0d026b;E145
0d0287;LJ25
0d029b;E145
0d02ae;B733
0d02b6;B732
0d02f4;SBR1
0d0304;B737
0d0315;B737
0d033a;E145
0d034f;E145
0d0350;E145
0d0361;SBR1
0d037f;E145
0d03b1;C500
0d03b2;C500
0d03c8;E145
0d03cc;E145
0d03d2;E145
0d03d6;B733
0d040f;A109
0d0494;E145
0d04ad;E145
0d04bf;B763
0d04d5;E145
0d04dd;BE9L
0d04fa;BE9L
0d0504;E145
0d0524;B412
0d0573;B733
0d058c;B733
0d05bf;A319
0d05f5;B733
0d0619;B733
0d0621;B762
0d0645;DC93
0d0665;CVLP
0d0676;B733
0d0687;AC90
0d06b6;B733
0d06cd;B733
0d0737;B733
0d0758;B733
0d0761;B733
0d0769;B733
0d076e;E75L
0d077b;E170
0d0786;E75L
0d0793;E75L
0d07d3;C55B
0d07de;B407
0d07e4;E145
0d081e;A109
0d0864;BE9L
0d0871;B407
0d089d;BE9T
0d08aa;B350
0d08da;CRJ2
0d0928;CRJ1
0d093e;E145
0d095c;E145
0d80f1;B752
0d811a;B752
152a9d;IL76
152c22;IL76
152c28;IL76
15407a;A124
154ed0;T154
154f12;T154
1558ac;YK40
156ed1;AN12
157f3f;YK40
15fc0c;T214
18087d;ULAC
19fe7e;T134
1abbf7;AN32
1b4f5f;T154
1b4f60;T154
1b8183;B737
1c58ce;RJ1H
1c900e;QUAS
1f7aea;SU95
1f7aeb;SU95
1f7aec;SU95
1f7aed;SU95
1f7aee;SU95
1f7af3;SU95
1f7af4;SU95
1f7af5;SU95
1f7af6;SU95
1f7af7;SU95
223344;C172
24218e;SW4
242400;PZ3T
245dec;C206
287428;B737
2bd8e4;73H
2f456c;PIVI
30001a;MD82
3000f3;B462
300211;C501
300242;CL2T
300256;PC12
300261;C212
300272;DV20
300337;CL2T
30034f;AC90
300358;AC90
300370;AS65
30038a;EC45
3003b6;CL2T
30040d;A139
30041d;CL2T
30042b;P180
30049c;ECHO
3004d3;A109
3004d4;A109
3004f3;A109
300529;P180
300535;C172
300548;CRUZ
30055d;A169
30056c;A109
30058c;B735
300591;B733
3005a5;BE58
3005c0;EC45
3005e0;PA34
3005e6;A139
30062b;EC45
304488;B733
31d8de;MCR1
31dc48;C172
31fefd;A149
31fefe;A139
31ff07;A139
31ff0a;A139
31ff13;P06T
31ff14;SIRA
31ff1b;SU95
31ff1c;SU95
31ff1d;C27J
0d81bb;B763
0d81e9;B732
0d8203;A30B
0d8208;A30B
0f7e66;RV10
111001;TBM8
11c233;B738
123000;BE55
132768;BER2
1405de;PC12
1407b8;A139
1407ce;A139
14169e;R66
14664f;AN24
148afe;B350
149c77;T154
14a54c;YK42
14a564;YK42
14a5b2;YK42
14a5c5;YK42
14a5c6;YK42
14a5d3;YK42
14a5da;YK42
14d768;C172
14f4d7;PA46
14fe1c;T134
14fe3b;T134
15001d;T134
150133;AN72
150195;T134
3335c8;A306
33fdde;AT76
33fe0d;A139
33fe0e;A139
33fe22;A139
33fe23;A139
33ffc2;M339
33ffc4;M339
33fff8;M339
341147;A343
341148;A343
341149;A343
34114a;A343
34114d;A343
34114e;A343
3411c3;B703
34130d;B462
34130e;B462
3413c6;A343
3414d6;AT72
341507;CRJ2
341697;CRJ2
3420d1;CRJ2
342112;AT75
342114;A320
342117;B738
342118;B738
342140;AT43
34214c;AT75
342153;SW4
342156;AT75
342185;CRJ2
342189;A321
342194;A320
3421d9;E120
342388;CRJ9
342392;CRJ2
3424ca;CRJ9
342544;AT43
342548;A320
342590;A320
342612;SR22
342615;CN95
342aa7;MD83
342f99;CRJ2
343045;A320
34304d;C212
343196;B733
3432c1;EC35
3432c2;EC35
380d1a;A332
380d3a;A332
380d5a;A320
380d9a;A320
380dba;A320
380dda;A320
380dfa;A320
380e1a;A320
380e3a;A320
380e7a;A320
380eba;A320
380eda;A320
380efa;A320
380f1a;A320
380f3a;A320
380f5a;A320
380f7a;A320
380f9a;A320
380fba;A320
380fda;A320
380ffa;A320
38103a;A320
38105a;A388
38107a;A320
38109a;A320
3810ba;A320
3810da;A320
3810fa;A320
38111a;A320
38113a;A320
38115a;A320
38117a;A320
38119a;A320
3811ba;A320
3811da;A320
3811fa;A320
38121a;A320
38123a;A320
38125a;A320
38127a;A320
38129a;A320
3812ba;A320
3812da;A320
3812fa;A320
38131a;A320
38133a;A320
38135a;A320
38137a;A320
3813ba;A320
3813da;A320
3813fa;A320
38141a;A320
38143a;A320
38145a;A320
38147a;A320
38149a;A320
3814ba;A320
3814da;A320
3814fa;A320
38153a;A320
38155a;A320
38157a;A320
38159a;A320
38161a;AT76
38163a;AT76
38165a;AT76
38167a;AT76
38169a;AT76
3816ba;AT76
3816da;AT76
3816fa;AT76
38171a;AT76
38173a;AT76
38175a;AT76
38177a;AT76
38179a;AT76
3817da;AT76
3817fa;AT76
38183a;AT76
38187a;AT76
38189a;AT76
3818da;AT76
38193a;AT46
3819da;AT46
381a1a;AT46
381b9b;AT43
381c1a;AT46
38203b;AT45
3827da;A332
3827fa;A359
38281a;A332
38287a;A332
38289a;A332
3828ba;A332
3828fa;A332
38291a;A332
38295a;A332
38297a;A332
38299a;A332
3829da;A332
3829fa;A332
382a1a;A332
382a7a;A332
382d3a;EC75
382dfa;EC25
382e1a;EC25
382e3a;E225
38355d;SHRK
38359a;A330
3835ba;A320
3835da;A320
3835fa;A320
38361a;A320
38363a;A320
38365a;A320
38367a;A320
38369a;A320
3836ba;A320
3837ba;A388
383b2c;D253
383b3a;TBM9
383b7a;TBM9
383b9a;TBM9
383c9a;TBM9
383efa;A388
383f9a;A388
383fba;A388
383fda;A388
383ffa;A388
38403a;A388
38407a;A388
3840da;A388
3840fa;A388
38413a;A388
384461;RALL
38485a;A400
385518;C177
38557b;EC25
385c1b;AT76
385c5b;AT76
385cbb;AT42
385df7;PA30
38707b;A343
3876db;A345
38773b;A318
38891b;EC25
388c9b;A359
388d9b;A359
388dbb;A359
388ddb;A359
388e3b;A359
388e5b;A359
388e7b;A359
388ebb;A359
388edb;A359
388f1b;A359
388f3b;A359
388f5b;A359
38909b;A320
38991b;F8L
38a0bb;A359
38ac1b;V10
38b0dc;ULAC
38b3db;A320
38bc5b;P51
38bd5b;COZY
38c0fc;VL3
38cd5b;DIMO
38d13b;AT76
390dad;TB20
391269;BE9L
1501ba;T134
15076c;C172
150877;C182
151d2a;B735
151d31;B752
151d34;B752
151d35;B735
152a26;IL76
3434cb;P28A
3435c2;A332
3435d8;BE36
343605;BE20
343606;BALL
3440c7;P46T
3440c9;PC12
3440cf;A332
344141;A332
344149;B744
344299;A319
34429a;A319
3442cd;B733
3443cf;DA40
344586;BALL
3445d9;EC25
344685;A139
344686;G2CA
345112;C172
345115;A333
35350c;P-3M
38001a;A343
38005a;A320
38009a;A320
38019a;A320
3801ba;A320
3801da;A320
3801fa;A320
38023a;A332
38025a;A332
3802ba;A332
3802da;A332
3802fa;A332
38033a;A332
38037a;A332
38039a;A332
3803da;A332
38041a;A332
3807fa;A388
380849;ZZZZ
3808fa;A388
38091a;A388
38093a;A388
38095a;A388
38097a;A388
38099a;A388
380a7a;A332
380aba;A332
380afa;A332
380b1a;A332
380b7a;A332
380b9a;A332
380bda;A332
380bfa;A332
380c1a;A332
380c3a;A332
380c5a;A332
380cba;A332
380cda;A332
391e04;A320
391e09;A320
391e0b;A320
392263;B744
392264;B744
392267;B744
392268;B744
392269;B744
3922e4;B733
3922f2;B733
392610;DR40
392c39;TBM7
392c86;A109
392e2f;PAY2
392f22;A343
392f2c;A343
393148;DR40
3934c6;M20P
393c02;BE20
393c27;A109
393f00;AT45
394423;TAMP
3944c4;E145
39452c;CRJ1
394533;CRJ1
394722;CRJ7
394723;CRJ7
394845;TBM8
394975;TBM7
3949b2;A109
394b12;PA34
394c0b;A321
394dc8;C340
3950a3;E145
395562;B190
39556a;SR22
380cfa;A332
3c5441;E190
3c5444;E190
3c5449;E190
3c544a;E190
3c544b;E190
3c544d;E190
3c544f;E190
3c5a24;DH8D
3c6303;B737
3c64eb;A320
3c6511;A346
3c66af;A320
3c6a24;DH8D
3c7022;B737
3c7067;MD11
3c706c;MD11
3c78c5;AT72
3c7a24;DH8D
3cc55a;SH36
3cce80;B350
3ce2d2;D228
3ce8ee;B350
3cedc6;ASTR
3d0000;C82T
3d05e3;P28T
3d0665;E300
3d0668;E300
3d07c1;M20P
3d08a4;P46T
3d0a75;A210
3d0ae0;C152
3d0ce8;C172
3d0d57;C172
3d0dd3;TB20
3d0e3f;C172
3d0f13;C182
3d0f5d;P28U
3d0fb2;RV4
3d105d;C172
3d1098;C210
3d10df;C182
3d1177;BE33
3d12d1;B209
3d130d;TOBA
3d16b7;G120
3d1740;F260
3d18b0;C210
3d1b46;C152
395722;AT45
39572b;AT75
39572f;AT75
395731;AT75
395732;AT75
395734;AT75
395ca4;R44
395f25;C172
39600d;A321
39600f;A321
396010;A321
396011;A321
396019;A321
396666;B737
396667;B737
398049;B350
39810b;EC35
398222;BE9L
3982b7;EC20
3982eb;B738
398445;TBM7
398448;D400
3986ef;E170
39870e;A210
398842;B350
3988ec;A109
3989c0;B735
3989c1;B735
398c98;PC6T
398d8f;DA42
39906f;PA34
3995e1;C172
39a58f;C208
39a5ec;BE20
39a629;TBM9
39a813;DV20
39ac86;BE55
39beb3;DA42
3a08fc;FDCT
3a12dc;FK14
3a21e8;AT45
3a21ed;AT75
3a2270;AT45
3a2e20;B77L
3a35d4;B77W
3a4b03;B77W
3aaad6;NH90
3aac07;EC45
3aac0c;EC45
3b77bd;C160
3b77f9;TBM7
3b7b6e;CL2T
3b7b82;F406
3b7b9f;EC45
3b9b5f;EC25
3b9ba9;EC25
3b9bac;E121
3c001d;B738
3c09de;A321
3c0a4e;B738
3c0a4f;B738
3c0a50;B738
3c0a56;B738
3c0c80;B738
3c0d05;B763
3c0d07;B763
3c0d4f;A320
3c0d51;A320
3c0d52;A320
3c0d53;A320
3c0d54;A320
3c0d56;A320
3c1208;A320
3c1232;A321
3d1ed8;C172
3d1f10;C172
3d1f88;FA24
3d1fbd;E400
3d21be;P28A
3d23b1;A210
3d273b;C172
3d2744;C172
3d2b8c;C182
3d2b95;BREZ
3d2bf6;C172
3d2c87;P28A
3d2cc8;C172
3d2d4b;P46T
3d2d6c;PA46
3d31aa;P210
3d3475;DA40
3d349c;AA1
3d34d0;PA46
3d3563;A210
3d35fc;C172
3d3679;SR22
3d36b3;C172
3d3e72;XA41
3e222e;BE20
3e2269;C340
3e29cb;BE9L
3e2a7e;BE9L
3e2dfb;PA34
3e2e8a;P180
3e348c;PAY1
3e39ae;BE9L
3e46ec;BE9L
3ec0fa;G109
3ecc56;S10S
3ed1d8;S10S
3f30ac;BALL
3f5fb3;TFUN
3fa413;UH1
3fa937;EC35
3fa939;EC35
3fc31d;BALL
3fea79;C42
3feaa9;ECHO
3feb7c;HMNY
3fec21;FK9
3fec9d;C42
3fedd7;ULAC
3fee09;TRIN
400d8e;A319
400db2;A319
400e2f;PA34
400e30;PA34
400e7b;TBM7
400e7e;R44
400eab;G115
400ebf;G115
400ecb;G115
400ed4;G115
400eef;G115
400f42;AS65
400fb7;DA42
400fbb;BE9L
400feb;ATP
401012;P28A
401019;C172
401021;SR22
401037;R44
401049;B733
4010db;A321
4010e7;C402
401111;BE20
401130;DA40
401166;BE20
401167;BE20
3feee3;C42
3ff080;ULAC
3ff092;TRIN
3ff0c4;XNON
3ff0e8;WT9
3ff10c;EV97
3ff15b;WT9
3ff171;ULAC
3ff1bf;CTFT
3ff21f;GYRO
3ff257;GYRO
3ff25e;FDCT
3ff2b2;TRIN
3ff2e8;C42
3ff347;ULAC
3ff384;TRIN
3ff398;TRIN
3ff3b8;TRIN
3ff40b;C42
400051;A319
400094;DH8D
4000ff;B763
400158;A319
400178;A320
4001b3;AC90
4001fc;A319
400405;B744
400493;B733
4004c5;B744
4004c6;B744
4004e2;B763
4004ed;B734
400517;B734
400523;B763
400525;B763
400568;B744
400575;B744
400584;B752
400586;B752
400587;B752
4005ea;RJ85
400620;ATP
400646;ATP
400647;ATP
400648;ATP
400649;ATP
3c1233;A321
3c1234;A321
3c1236;A321
3c1237;A321
3c1238;A321
3c1239;A321
3c123a;A321
3c123b;A321
3c123c;A321
3c123d;A321
3c123e;A321
3c1240;A321
3c1241;A321
3c1242;A321
3c1243;A321
3c1244;A321
3c1245;A321
3c1246;A321
3c1247;A321
3c1248;A321
3c1251;A321
3c1252;A321
3c1263;A321
3c1265;A321
3c1266;A321
3c1267;A321
3c1268;A321
3c1269;A321
3c126a;A321
3c126b;A321
3c126c;A321
3c126d;A321
3c126f;A321
3c1270;A321
3c1272;A321
3c1274;A321
3c1275;A321
3c1276;A321
3c1277;A321
3c127b;A321
3c127c;A321
3c1526;A320
3c152a;A320
3c152b;A320
3c152c;A320
3c152d;A320
3c152e;A320
3c152f;A320
3c1530;A320
3c1531;A320
3c1532;A320
3c1533;A320
3c1535;A320
3c1536;A320
3c1537;A320
3c1539;A320
3d416b;C172
3d41cf;PA46
3d4283;SIRA
3d4365;E200
3d4476;C172
3d4b4b;PC12
3d4f3b;PC12
3d5a9d;P750
3d5d16;TBM8
3d5fc6;PC12
3d790d;PC6T
3d7ba2;TBM8
3d8e42;PA34
3d8f34;PA34
3d991d;DA42
3d9f43;PA34
3da081;P68
3da309;DA42
3da680;DA42
3dac38;PA34
3dac72;PA34
3dad1f;PA44
3dc1b2;PA34
3dc225;DA42
3dd2f3;EC45
3dd2f7;EC45
3dd300;EC45
3dd3c6;R44
3dd73b;EC45
3dd815;EC35
3dd816;EC35
3dd817;EC35
3ddd66;EC35
3de716;A109
3de7dc;EXPL
3de90c;BK17
3deefc;A109
3df280;EC45
3df464;BK17
3df46a;BK17
3df471;BK17
3df73a;BK17
3df73b;BK17
3df798;A109
3df79b;A139
3df96c;S76
3e0a2f;EC35
3e1811;MU2
3e1a5f;C340
3e1e4f;C404
3c1647;B738
3c17d3;A321
3c17d4;A321
3c17d5;A321
3c17d6;A321
3c17d7;A321
3c17d8;A321
3c17d9;A321
3c17db;A321
3c17dc;A321
3c17dd;A321
3c1a69;A321
3c1a6b;A321
3c1a6c;A321
3c1a6d;A321
3c1a6e;A321
3c1a6f;A321
3c1a70;A321
3c1a71;A321
3c1a72;A321
3c1a74;A321
3c1a75;A321
3c1a76;A321
3c1a77;A321
3c1a7a;A321
3c48a2;B733
3c48a9;B733
3c4926;B735
3c492e;B735
3c4930;B735
3c4932;B735
3c4933;B735
3c4934;B735
3c4935;B735
3c4938;B735
3c4939;B735
3c4942;B735
3c4964;B738
3c496b;B738
